ACTIVITY_DATE,ACCOUNT_CLASS,FIRST_PRODUCT_CATEGORY,COHORT_YM,COUNTRY,RETAINED_ACCOUNTS,CHURNED_ACCOUNTS,NEW_ACCOUNTS,"RETAINED ACCOUNTS (ROLLING WINDOW, NO NEW)",RETAINED_GMV,CHURNED_GMV,NEW_GMV,RETAINED GMV (NO NEW),RETAINED_REV,CHURNED_REV,NEW_REV,RETAINED REV (NO NEW)
2022-01-01,Mega Whale,PRESEASON,2021-07-01,Mexico,1,0,0,1,650740069.2,0.0,0.0,650740069.2,13668952.200410962,0.0,0.0,13668952.200410962
2023-01-01,Mega Whale,PRESEASON,2021-07-01,Mexico,1,0,0,1,650740069.2,0.0,0.0,650740069.2,13668952.200410962,0.0,0.0,13668952.200410962
2024-01-01,Mega Whale,PRESEASON,2021-07-01,Mexico,1,0,0,1,650740069.2,0.0,0.0,650740069.2,13668952.200410962,0.0,0.0,13668952.200410962
2015-01-01,Mega Whale,PRESEASON,2021-08-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,Mega Whale,PRESEASON,2021-08-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,Mega Whale,PRESEASON,2021-08-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,Mega Whale,PRESEASON,2021-08-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,Mega Whale,PRESEASON,2021-08-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,Mega Whale,PRESEASON,2021-08-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,Mega Whale,PRESEASON,2021-08-01,Mexico,1,0,1,0,379857972.51,0.0,379857972.51,0.0,3199236.2171232877,0.0,3199236.2171232877,0.0
2022-01-01,Mega Whale,PRESEASON,2021-08-01,Mexico,1,0,0,1,379857972.51,0.0,0.0,379857972.51,3199236.2171232877,0.0,0.0,3199236.2171232877
2023-01-01,Mega Whale,PRESEASON,2021-08-01,Mexico,1,0,0,1,379857972.51,0.0,0.0,379857972.51,3199236.2171232877,0.0,0.0,3199236.2171232877
2024-01-01,Mega Whale,PRESEASON,2021-08-01,Mexico,1,0,0,1,379857972.51,0.0,0.0,379857972.51,3199236.2171232877,0.0,0.0,3199236.2171232877
2015-01-01,Mega Whale,PRESEASON,2021-09-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,Mega Whale,PRESEASON,2021-09-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,Mega Whale,PRESEASON,2021-09-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,Mega Whale,PRESEASON,2021-09-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,Mega Whale,PRESEASON,2021-09-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,Mega Whale,PRESEASON,2021-09-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,Mega Whale,PRESEASON,2021-09-01,Mexico,1,0,1,0,78246474.0,0.0,78246474.0,0.0,484579.41000000003,0.0,484579.41000000003,0.0
2022-01-01,Mega Whale,PRESEASON,2021-09-01,Mexico,1,0,0,1,78246474.0,0.0,0.0,78246474.0,484579.41000000003,0.0,0.0,484579.41000000003
2023-01-01,Mega Whale,PRESEASON,2021-09-01,Mexico,1,0,0,1,78246474.0,0.0,0.0,78246474.0,484579.41000000003,0.0,0.0,484579.41000000003
2024-01-01,Mega Whale,PRESEASON,2021-09-01,Mexico,1,0,0,1,78246474.0,0.0,0.0,78246474.0,484579.41000000003,0.0,0.0,484579.41000000003
2015-01-01,Mega Whale,PRESEASON,2021-09-01,Peru,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,Mega Whale,PRESEASON,2021-09-01,Peru,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,Mega Whale,PRESEASON,2021-09-01,Peru,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,Mega Whale,PRESEASON,2021-09-01,Peru,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,Mega Whale,PRESEASON,2021-09-01,Peru,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,Mega Whale,PRESEASON,2021-09-01,Peru,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,Mega Whale,PRESEASON,2021-09-01,Peru,2,0,2,0,954768026.3499999,0.0,954768026.3499999,0.0,10624727.540547946,0.0,10624727.540547946,0.0
2022-01-01,Mega Whale,PRESEASON,2021-09-01,Peru,2,0,0,2,954768026.3499999,0.0,0.0,954768026.3499999,10624727.540547946,0.0,0.0,10624727.540547946
2023-01-01,Mega Whale,PRESEASON,2021-09-01,Peru,2,0,0,2,954768026.3499999,0.0,0.0,954768026.3499999,10624727.540547946,0.0,0.0,10624727.540547946
2024-01-01,Mega Whale,PRESEASON,2021-09-01,Peru,2,0,0,2,954768026.3499999,0.0,0.0,954768026.3499999,10624727.540547946,0.0,0.0,10624727.540547946
2015-01-01,Mega Whale,PRESEASON,2022-08-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,Mega Whale,PRESEASON,2022-08-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,Mega Whale,PRESEASON,2022-08-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,Mega Whale,PRESEASON,2022-08-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,Mega Whale,PRESEASON,2022-08-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,Mega Whale,PRESEASON,2022-08-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,Mega Whale,PRESEASON,2022-08-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,Mega Whale,PRESEASON,2022-08-01,Mexico,1,0,1,0,59147689.0,0.0,59147689.0,0.0,391234.1,0.0,391234.1,0.0
2023-01-01,Mega Whale,PRESEASON,2022-08-01,Mexico,1,0,0,1,59147689.0,0.0,0.0,59147689.0,391234.1,0.0,0.0,391234.1
2024-01-01,Mega Whale,PRESEASON,2022-08-01,Mexico,0,1,0,0,0.0,59147689.0,0.0,0.0,0.0,391234.1,0.0,0.0
2015-01-01,Mega Whale,PRESEASON,2022-09-01,Chile,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,Mega Whale,PRESEASON,2022-09-01,Chile,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,Mega Whale,PRESEASON,2022-09-01,Chile,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,Mega Whale,PRESEASON,2022-09-01,Chile,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,Mega Whale,PRESEASON,2022-09-01,Chile,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,Mega Whale,PRESEASON,2022-09-01,Chile,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,Mega Whale,PRESEASON,2022-09-01,Chile,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,Mega Whale,PRESEASON,2022-09-01,Chile,1,0,1,0,194844993.9,0.0,194844993.9,0.0,1010933.22,0.0,1010933.22,0.0
2023-01-01,Mega Whale,PRESEASON,2022-09-01,Chile,1,0,0,1,194844993.9,0.0,0.0,194844993.9,1010933.22,0.0,0.0,1010933.22
2024-01-01,Mega Whale,PRESEASON,2022-09-01,Chile,1,0,0,1,194844993.9,0.0,0.0,194844993.9,1010933.22,0.0,0.0,1010933.22
2015-01-01,Mega Whale,PRESEASON,2022-10-01,Chile,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,Mega Whale,PRESEASON,2022-10-01,Chile,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,Mega Whale,PRESEASON,2022-10-01,Chile,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,Mega Whale,PRESEASON,2022-10-01,Chile,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,Mega Whale,PRESEASON,2022-10-01,Chile,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,Mega Whale,PRESEASON,2022-10-01,Chile,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,Mega Whale,PRESEASON,2022-10-01,Chile,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,Mega Whale,PRESEASON,2022-10-01,Chile,1,0,1,0,205000000.0,0.0,205000000.0,0.0,5828239.301369855,0.0,5828239.301369855,0.0
2023-01-01,Mega Whale,PRESEASON,2022-10-01,Chile,1,0,0,1,205000000.0,0.0,0.0,205000000.0,5828239.301369855,0.0,0.0,5828239.301369855
2024-01-01,Mega Whale,PRESEASON,2022-10-01,Chile,1,0,0,1,205000000.0,0.0,0.0,205000000.0,5828239.301369855,0.0,0.0,5828239.301369855
2015-01-01,Mega Whale,PRESEASON,2023-02-01,Ecuador,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,Mega Whale,PRESEASON,2023-02-01,Ecuador,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,Mega Whale,PRESEASON,2023-02-01,Ecuador,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,Mega Whale,PRESEASON,2023-02-01,Ecuador,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,Mega Whale,PRESEASON,2023-02-01,Ecuador,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,Mega Whale,PRESEASON,2023-02-01,Ecuador,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,Mega Whale,PRESEASON,2023-02-01,Ecuador,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,Mega Whale,PRESEASON,2023-02-01,Ecuador,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,Mega Whale,PRESEASON,2023-02-01,Ecuador,1,0,1,0,451000000.0,0.0,451000000.0,0.0,1469538.0,0.0,1469538.0,0.0
2024-01-01,Mega Whale,PRESEASON,2023-02-01,Ecuador,1,0,0,1,451000000.0,0.0,0.0,451000000.0,1469538.0,0.0,0.0,1469538.0
2015-01-01,Mega Whale,PRESEASON,2023-05-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,Mega Whale,PRESEASON,2023-05-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,Mega Whale,PRESEASON,2023-05-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,Mega Whale,PRESEASON,2023-05-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,Mega Whale,PRESEASON,2023-05-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,Mega Whale,PRESEASON,2023-05-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,Mega Whale,PRESEASON,2023-05-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,Mega Whale,PRESEASON,2023-05-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,Mega Whale,PRESEASON,2023-05-01,Mexico,1,0,1,0,56160236.17,0.0,56160236.17,0.0,283343.0,0.0,283343.0,0.0
2024-01-01,Mega Whale,PRESEASON,2023-05-01,Mexico,0,1,0,0,0.0,56160236.17,0.0,0.0,0.0,283343.0,0.0,0.0
2015-01-01,Mega Whale,PRESEASON,2023-09-01,Colombia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,Mega Whale,PRESEASON,2023-09-01,Colombia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,Mega Whale,PRESEASON,2023-09-01,Colombia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,Mega Whale,PRESEASON,2023-09-01,Colombia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,Mega Whale,PRESEASON,2023-09-01,Colombia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,Mega Whale,PRESEASON,2023-09-01,Colombia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,Mega Whale,PRESEASON,2023-09-01,Colombia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,Mega Whale,PRESEASON,2023-09-01,Colombia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,Mega Whale,PRESEASON,2023-09-01,Colombia,1,0,1,0,290000000.0,0.0,290000000.0,0.0,324862.0,0.0,324862.0,0.0
2024-01-01,Mega Whale,PRESEASON,2023-09-01,Colombia,1,0,0,1,290000000.0,0.0,0.0,290000000.0,324862.0,0.0,0.0,324862.0
2015-01-01,Mega Whale,PRESEASON,2023-09-01,Peru,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,Mega Whale,PRESEASON,2023-09-01,Peru,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,Mega Whale,PRESEASON,2023-09-01,Peru,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,Mega Whale,PRESEASON,2023-09-01,Peru,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,Mega Whale,PRESEASON,2023-09-01,Peru,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,Mega Whale,PRESEASON,2023-09-01,Peru,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,Mega Whale,PRESEASON,2023-09-01,Peru,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,Mega Whale,PRESEASON,2023-09-01,Peru,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,Mega Whale,PRESEASON,2023-09-01,Peru,1,0,1,0,60000000.0,0.0,60000000.0,0.0,1357815.0,0.0,1357815.0,0.0
2024-01-01,Mega Whale,PRESEASON,2023-09-01,Peru,1,0,0,1,60000000.0,0.0,0.0,60000000.0,1357815.0,0.0,0.0,1357815.0
2015-01-01,Mega Whale,PRESEASON,2023-12-01,United States,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,Mega Whale,PRESEASON,2023-12-01,United States,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,Mega Whale,PRESEASON,2023-12-01,United States,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,Mega Whale,PRESEASON,2023-12-01,United States,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,Mega Whale,PRESEASON,2023-12-01,United States,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,Mega Whale,PRESEASON,2023-12-01,United States,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,Mega Whale,PRESEASON,2023-12-01,United States,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,Mega Whale,PRESEASON,2023-12-01,United States,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,Mega Whale,PRESEASON,2023-12-01,United States,1,0,1,0,348481000.0,0.0,348481000.0,0.0,10926226.06,0.0,10926226.06,0.0
2024-01-01,Mega Whale,PRESEASON,2023-12-01,United States,1,0,0,1,348481000.0,0.0,0.0,348481000.0,10926226.06,0.0,0.0,10926226.06
2015-01-01,Mega Whale,PRESEASON,2024-03-01,Colombia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,Mega Whale,PRESEASON,2024-03-01,Colombia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,Mega Whale,PRESEASON,2024-03-01,Colombia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,Mega Whale,PRESEASON,2024-03-01,Colombia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,Mega Whale,PRESEASON,2024-03-01,Colombia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,Mega Whale,PRESEASON,2024-03-01,Colombia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,Mega Whale,PRESEASON,2024-03-01,Colombia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,Mega Whale,PRESEASON,2024-03-01,Colombia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,Mega Whale,PRESEASON,2024-03-01,Colombia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,Mega Whale,PRESEASON,2024-03-01,Colombia,1,0,1,0,106615070.94,0.0,106615070.94,0.0,0.0,0.0,0.0,0.0
2015-01-01,Mega Whale,QP,2018-09-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,Mega Whale,QP,2018-09-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,Mega Whale,QP,2018-09-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,Mega Whale,QP,2018-09-01,Mexico,1,0,1,0,353963446.46,0.0,353963446.46,0.0,870127.0,0.0,870127.0,0.0
2019-01-01,Mega Whale,QP,2018-09-01,Mexico,1,0,0,1,353963446.46,0.0,0.0,353963446.46,870127.0,0.0,0.0,870127.0
2020-01-01,Mega Whale,QP,2018-09-01,Mexico,0,1,0,0,0.0,353963446.46,0.0,0.0,0.0,870127.0,0.0,0.0
2021-01-01,Mega Whale,QP,2018-09-01,Mexico,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,Mega Whale,QP,2018-09-01,Mexico,1,0,0,1,353963446.46,0.0,0.0,353963446.46,870127.0,0.0,0.0,870127.0
2023-01-01,Mega Whale,QP,2018-09-01,Mexico,1,0,0,1,353963446.46,0.0,0.0,353963446.46,870127.0,0.0,0.0,870127.0
2024-01-01,Mega Whale,QP,2018-09-01,Mexico,1,0,0,1,353963446.46,0.0,0.0,353963446.46,870127.0,0.0,0.0,870127.0
2015-01-01,Midtier,OTHER,2019-07-01,United States,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,Midtier,OTHER,2019-07-01,United States,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,Midtier,OTHER,2019-07-01,United States,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,Midtier,OTHER,2019-07-01,United States,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,Midtier,OTHER,2019-07-01,United States,2,0,2,0,27447702.0,0.0,27447702.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,Midtier,OTHER,2019-07-01,United States,2,0,0,2,27447702.0,0.0,0.0,27447702.0,0.0,0.0,0.0,0.0
2021-01-01,Midtier,OTHER,2019-07-01,United States,0,2,0,0,0.0,27447702.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,Midtier,OTHER,2019-07-01,United States,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,Midtier,OTHER,2019-07-01,United States,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,Midtier,OTHER,2019-07-01,United States,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
